# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
93522at7742	Complete	LR812536.1	22376582	22421788	-	1269.9	609	https://www.orthodb.org/v10?query=93522at7742	transcription factor RFX4
93566at7742	Complete	LR812536.1	822746	867477	-	509.4	355	https://www.orthodb.org/v10?query=93566at7742	leucine-rich repeat-containing protein 49
93727at7742	Complete	LR812538.1	31194969	31197002	+	781.2	495	https://www.orthodb.org/v10?query=93727at7742	Zinc finger and BTB domain containing 1
93778at7742	Complete	LR812529.1	1015609	1100847	-	1099.9	571	https://www.orthodb.org/v10?query=93778at7742	ubiquitin-like modifier-activating enzyme ATG7
93829at7742	Complete	LR812519.1	44791141	44834019	+	939.5	513	https://www.orthodb.org/v10?query=93829at7742	hedgehog-interacting protein
94127at7742	Complete	LR812519.1	8161676	8163763	+	1112.5	599	https://www.orthodb.org/v10?query=94127at7742	SLIT and NTRK-like protein 1
94269at7742	Complete	LR812521.1	52423625	52445100	-	951.9	652	https://www.orthodb.org/v10?query=94269at7742	AP-5 complex subunit zeta-1
94359at7742	Complete	LR812527.1	38364803	38393757	-	1178.1	654	https://www.orthodb.org/v10?query=94359at7742	transmembrane and TPR repeat-containing protein 4
94920at7742	Complete	LR812538.1	6911214	6968533	-	868.9	539	https://www.orthodb.org/v10?query=94920at7742	histone H2A deubiquitinase MYSM1
95166at7742	Complete	LR812527.1	34299690	34317391	+	718.7	533	https://www.orthodb.org/v10?query=95166at7742	Leucine carboxyl methyltransferase 2
95261at7742	Complete	LR812533.1	30672737	30704010	+	1044.1	669	https://www.orthodb.org/v10?query=95261at7742	pre-rRNA-processing protein TSR1 homolog
95310at7742	Complete	LR812530.1	53944267	54017392	+	785.5	498	https://www.orthodb.org/v10?query=95310at7742	Exocyst complex component 7
95435at7742	Complete	LR812521.1	17621716	17672693	-	1081.5	652	https://www.orthodb.org/v10?query=95435at7742	Coronin
95511at7742	Complete	LR812521.1	34673129	34690690	+	855.3	504	https://www.orthodb.org/v10?query=95511at7742	FAD-dependent oxidoreductase domain-containing protein 2
95643at7742	Complete	LR812535.1	50216941	50272355	-	1019.7	1134	https://www.orthodb.org/v10?query=95643at7742	kinectin
95741at7742	Complete	LR812536.1	41394951	41432654	-	1176.7	593	https://www.orthodb.org/v10?query=95741at7742	GMP synthase 
95757at7742	Complete	LR812541.1	542883	557873	+	1031.4	611	https://www.orthodb.org/v10?query=95757at7742	AP complex subunit beta
95871at7742	Complete	LR812533.1	47395392	47443433	+	751.8	443	https://www.orthodb.org/v10?query=95871at7742	ephexin-1
95886at7742	Complete	LR812525.1	12060316	12073710	+	390.0	423	https://www.orthodb.org/v10?query=95886at7742	protein Lines homolog 1
95927at7742	Complete	LR812527.1	49805465	49869651	-	880.6	617	https://www.orthodb.org/v10?query=95927at7742	PMS1 homolog 1, mismatch repair system component
95963at7742	Missing
96292at7742	Missing
96327at7742	Complete	LR812519.1	31916583	31963047	-	328.8	734	https://www.orthodb.org/v10?query=96327at7742	protein FAM184B
96459at7742	Complete	LR812526.1	64247689	64262286	+	981.3	541	https://www.orthodb.org/v10?query=96459at7742	kelch-like protein 22
96554at7742	Complete	LR812536.1	60737379	60767397	-	1119.2	530	https://www.orthodb.org/v10?query=96554at7742	cleavage stimulation factor subunit 3
96693at7742	Complete	LR812519.1	18567907	18594281	+	986.6	547	https://www.orthodb.org/v10?query=96693at7742	Glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
96764at7742	Complete	LR812537.1	52346391	52402492	+	1343.7	793	https://www.orthodb.org/v10?query=96764at7742	programmed cell death 6-interacting protein
96827at7742	Complete	LR812528.1	14765995	14798026	+	1442.7	916	https://www.orthodb.org/v10?query=96827at7742	structural maintenance of chromosomes protein 5
96933at7742	Complete	LR812536.1	19845475	19913103	-	1225.8	573	https://www.orthodb.org/v10?query=96933at7742	C-Maf-inducing protein
97039at7742	Fragmented	LR812533.1	20822537	20880094	-	425.7	218	https://www.orthodb.org/v10?query=97039at7742	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase
97043at7742	Complete	LR812522.1	24586481	24599718	+	1174.3	615	https://www.orthodb.org/v10?query=97043at7742	Integrator complex subunit 13
97302at7742	Complete	LR812522.1	31418072	31441402	+	1292.8	705	https://www.orthodb.org/v10?query=97302at7742	SCY1 like pseudokinase 2
97370at7742	Complete	LR812542.1	19762910	19779356	-	1117.1	536	https://www.orthodb.org/v10?query=97370at7742	kelch-like protein 15
97499at7742	Complete	LR812520.1	7392582	7419415	-	1210.2	585	https://www.orthodb.org/v10?query=97499at7742	WD repeat domain 33
97588at7742	Complete	LR812531.1	28869457	28896106	-	1142.6	620	https://www.orthodb.org/v10?query=97588at7742	conserved oligomeric Golgi complex subunit 2
97645at7742	Complete	LR812523.1	58878405	58905291	-	975.2	601	https://www.orthodb.org/v10?query=97645at7742	anaphase-promoting complex subunit 2
97786at7742	Complete	LR812527.1	46973249	46996077	+	1008.4	536	https://www.orthodb.org/v10?query=97786at7742	leishmanolysin-like peptidase
98098at7742	Complete	LR812535.1	29330168	29360283	+	912.9	576	https://www.orthodb.org/v10?query=98098at7742	uncharacterized protein KIAA1841 homolog
98179at7742	Complete	LR812530.1	40290591	40349980	-	987.5	828	https://www.orthodb.org/v10?query=98179at7742	Centrosomal protein 131
98298at7742	Complete	LR812522.1	22323899	22336846	-	1091.7	644	https://www.orthodb.org/v10?query=98298at7742	RAD50 interactor 1
98464at7742	Complete	LR812527.1	52689212	52764612	-	1152.8	588	https://www.orthodb.org/v10?query=98464at7742	SEC14 domain and spectrin repeat-containing protein 1
98637at7742	Complete	LR812526.1	58184252	58230017	-	1132.1	558	https://www.orthodb.org/v10?query=98637at7742	Methylenetetrahydrofolate reductase
98753at7742	Complete	LR812535.1	49677826	49714180	+	1354.6	655	https://www.orthodb.org/v10?query=98753at7742	exocyst complex component 5
98908at7742	Complete	LR812540.1	17000868	17015217	-	1105.1	566	https://www.orthodb.org/v10?query=98908at7742	Ubiquitin carboxyl-terminal hydrolase
99006at7742	Complete	LR812543.1	21276202	21299020	+	1267.6	635	https://www.orthodb.org/v10?query=99006at7742	protein VAC14 homolog
99014at7742	Complete	LR812540.1	33373657	33381666	-	1048.1	559	https://www.orthodb.org/v10?query=99014at7742	Lysine acetyltransferase 14
99037at7742	Complete	LR812524.1	55437500	55440726	+	958.9	627	https://www.orthodb.org/v10?query=99037at7742	Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
99049at7742	Complete	LR812526.1	43584266	43701968	+	1053.1	678	https://www.orthodb.org/v10?query=99049at7742	adhesion G-protein coupled receptor D1
99281at7742	Complete	LR812538.1	11486884	11508622	+	784.2	519	https://www.orthodb.org/v10?query=99281at7742	methyltransferase-like protein 13
99383at7742	Complete	LR812536.1	54041957	54132856	+	588.1	362	https://www.orthodb.org/v10?query=99383at7742	Ventricular zone expressed PH domain containing 1
99440at7742	Complete	LR812537.1	33948817	34000098	+	1010.3	567	https://www.orthodb.org/v10?query=99440at7742	tRNA (cytosine(34)-C(5))-methyltransferase
100129at7742	Duplicated	LR812520.1	23101127	23152810	-	569.0	615	https://www.orthodb.org/v10?query=100129at7742	GEM-interacting protein
100129at7742	Duplicated	LR812540.1	24973237	25012686	-	532.1	552	https://www.orthodb.org/v10?query=100129at7742	GEM-interacting protein
100256at7742	Complete	LR812537.1	46070270	46193219	+	1144.4	785	https://www.orthodb.org/v10?query=100256at7742	PHD finger protein 14 isoform X1
100494at7742	Complete	LR812537.1	3575784	3623866	+	765.3	593	https://www.orthodb.org/v10?query=100494at7742	Integrin beta
100623at7742	Complete	LR812519.1	61533747	61555929	-	1219.8	658	https://www.orthodb.org/v10?query=100623at7742	polycystin-2
100655at7742	Complete	LR812519.1	31965359	31977388	+	1158.6	770	https://www.orthodb.org/v10?query=100655at7742	condensin complex subunit 3
100658at7742	Complete	LR812527.1	49969749	50006854	-	998.5	685	https://www.orthodb.org/v10?query=100658at7742	WD repeat domain 75
100816at7742	Complete	LR812543.1	28766397	28805226	-	718.3	499	https://www.orthodb.org/v10?query=100816at7742	IQ and ubiquitin-like domain-containing protein
100952at7742	Complete	LR812538.1	57494271	57541068	+	902.5	485	https://www.orthodb.org/v10?query=100952at7742	Integrator complex subunit 9
101303at7742	Complete	LR812519.1	35078602	35114533	+	1437.0	820	https://www.orthodb.org/v10?query=101303at7742	general vesicular transport factor p115 isoform X1
101309at7742	Complete	LR812521.1	47122369	47147191	-	1298.5	805	https://www.orthodb.org/v10?query=101309at7742	conserved oligomeric Golgi complex subunit 1
101457at7742	Complete	LR812527.1	67566763	67633193	-	392.4	506	https://www.orthodb.org/v10?query=101457at7742	Fanconi anemia group B protein
101854at7742	Complete	CAIGQS010000079.1	259960	261951	+	1083.9	576	https://www.orthodb.org/v10?query=101854at7742	Tripartite motif containing 32
101858at7742	Complete	LR812535.1	37814884	37837425	-	1003.1	552	https://www.orthodb.org/v10?query=101858at7742	protein O-mannosyl-transferase 2
101941at7742	Complete	LR812530.1	1048547	1070974	-	1034.3	578	https://www.orthodb.org/v10?query=101941at7742	DNA-directed RNA polymerase III subunit RPC5
102135at7742	Complete	LR812535.1	28134223	28298810	+	1051.3	628	https://www.orthodb.org/v10?query=102135at7742	tetratricopeptide repeat protein 27
102147at7742	Complete	LR812539.1	279903	319072	-	1046.0	540	https://www.orthodb.org/v10?query=102147at7742	Kelch like family member 8
102222at7742	Complete	LR812538.1	14336379	14344007	-	1081.3	570	https://www.orthodb.org/v10?query=102222at7742	exocyst complex component 8
102393at7742	Complete	LR812539.1	46742544	46795770	-	859.3	623	https://www.orthodb.org/v10?query=102393at7742	Kinesin-like protein
102408at7742	Duplicated	LR812519.1	17912375	17927107	+	1056.9	575	https://www.orthodb.org/v10?query=102408at7742	eukaryotic translation initiation factor 3 subunit B
102408at7742	Duplicated	LR812521.1	53416788	53430109	+	1077.3	572	https://www.orthodb.org/v10?query=102408at7742	eukaryotic translation initiation factor 3 subunit B
102515at7742	Missing
102567at7742	Complete	LR812520.1	39327105	39340914	+	1352.6	572	https://www.orthodb.org/v10?query=102567at7742	kelch-like protein 20
102594at7742	Duplicated	LR812520.1	3926309	3946923	+	901.5	543	https://www.orthodb.org/v10?query=102594at7742	translation initiation factor eIF-2B subunit epsilon
102594at7742	Duplicated	LR812520.1	3858288	3883869	+	901.0	543	https://www.orthodb.org/v10?query=102594at7742	translation initiation factor eIF-2B subunit epsilon
102691at7742	Complete	LR812527.1	47122702	47130985	+	891.1	606	https://www.orthodb.org/v10?query=102691at7742	Zinc finger protein 148
102786at7742	Complete	LR812528.1	36287770	36323101	+	949.1	878	https://www.orthodb.org/v10?query=102786at7742	roundabout homolog 4
102917at7742	Complete	LR812527.1	34378744	34410715	+	1064.3	534	https://www.orthodb.org/v10?query=102917at7742	Armadillo repeat containing 8
102945at7742	Complete	LR812543.1	38266506	38321701	-	1407.0	1317	https://www.orthodb.org/v10?query=102945at7742	centrosomal protein 152 
103093at7742	Complete	LR812525.1	46239643	46248936	+	758.8	475	https://www.orthodb.org/v10?query=103093at7742	prothrombin
103124at7742	Complete	LR812523.1	23531587	23600019	-	784.3	400	https://www.orthodb.org/v10?query=103124at7742	acetoacetyl-CoA synthetase
103208at7742	Missing
103284at7742	Complete	LR812536.1	53733349	53766630	-	825.6	728	https://www.orthodb.org/v10?query=103284at7742	zinc finger and BTB domain-containing protein 38
103422at7742	Complete	LR812532.1	32201588	32229421	-	977.1	546	https://www.orthodb.org/v10?query=103422at7742	transforming growth factor-beta-induced protein ig-h3
103478at7742	Complete	LR812540.1	30105621	30144457	-	495.3	542	https://www.orthodb.org/v10?query=103478at7742	chromatin assembly factor 1 subunit A
103640at7742	Complete	LR812524.1	17493935	17577860	+	1242.4	613	https://www.orthodb.org/v10?query=103640at7742	Glycerol-3-phosphate dehydrogenase
103689at7742	Complete	LR812524.1	12952588	12970320	-	775.5	647	https://www.orthodb.org/v10?query=103689at7742	RAS protein activator like-3
103690at7742	Complete	LR812539.1	26850782	26870242	+	1215.0	684	https://www.orthodb.org/v10?query=103690at7742	Helicase, POLQ like
103731at7742	Complete	LR812533.1	503491	515133	+	1033.3	539	https://www.orthodb.org/v10?query=103731at7742	mediator of RNA polymerase II transcription subunit 17
103919at7742	Fragmented	CAIGQS010000442.1	1	8041	+	534.5	360	https://www.orthodb.org/v10?query=103919at7742	Protein phosphatase 1 regulatory subunit 21
104081at7742	Complete	LR812529.1	21407706	21451149	-	976.5	754	https://www.orthodb.org/v10?query=104081at7742	TATA element modulatory factor
104126at7742	Complete	LR812523.1	63137636	63158832	-	1082.5	614	https://www.orthodb.org/v10?query=104126at7742	protein O-mannosyl-transferase 1
104369at7742	Complete	LR812526.1	1018617	1082738	-	1148.4	761	https://www.orthodb.org/v10?query=104369at7742	Centrosomal protein 120
104484at7742	Complete	LR812541.1	41609349	41613359	-	561.8	478	https://www.orthodb.org/v10?query=104484at7742	zinc finger and BTB domain-containing protein 39
104501at7742	Complete	LR812543.1	21065704	21130208	+	1134.2	632	https://www.orthodb.org/v10?query=104501at7742	engulfment and cell motility protein 3
104543at7742	Complete	LR812524.1	46270140	46454668	+	1288.0	670	https://www.orthodb.org/v10?query=104543at7742	P protein
104785at7742	Complete	LR812519.1	38481129	38525930	+	889.9	1415	https://www.orthodb.org/v10?query=104785at7742	Zinc finger CCCH-type containing 13
104791at7742	Fragmented	LR812524.1	25973084	26006822	-	378.4	366	https://www.orthodb.org/v10?query=104791at7742	nucleolar protein 11
104856at7742	Complete	LR812543.1	5689327	5723258	+	1071.3	601	https://www.orthodb.org/v10?query=104856at7742	THO complex 5
104992at7742	Complete	LR812522.1	6321438	6352098	-	967.2	507	https://www.orthodb.org/v10?query=104992at7742	TBC1 domain family member 30
105001at7742	Complete	LR812537.1	41954156	42013698	-	1043.0	664	https://www.orthodb.org/v10?query=105001at7742	elongator complex protein 2
105032at7742	Complete	LR812538.1	36706755	36727519	+	1056.3	585	https://www.orthodb.org/v10?query=105032at7742	translocation protein SEC63 homolog
105115at7742	Complete	LR812541.1	9956938	10018982	-	908.9	483	https://www.orthodb.org/v10?query=105115at7742	GPI transamidase component PIG-T
105171at7742	Missing
105242at7742	Complete	LR812531.1	30425291	30449543	+	1185.7	613	https://www.orthodb.org/v10?query=105242at7742	polycystic kidney disease 2-like 1 protein
105636at7742	Complete	LR812522.1	10142062	10161335	-	788.7	572	https://www.orthodb.org/v10?query=105636at7742	Minichromosome maintenance 10 replication initiation factor
105918at7742	Complete	LR812520.1	52072909	52164690	+	1385.5	1024	https://www.orthodb.org/v10?query=105918at7742	YEATS domain-containing protein 2
105968at7742	Complete	LR812533.1	21144032	21162997	+	1166.7	549	https://www.orthodb.org/v10?query=105968at7742	cleft lip and palate transmembrane protein 1
106009at7742	Complete	LR812531.1	37586061	37602393	-	1049.3	671	https://www.orthodb.org/v10?query=106009at7742	digestive organ expansion factor homolog
106060at7742	Complete	LR812529.1	5253497	5273604	-	891.5	599	https://www.orthodb.org/v10?query=106060at7742	serine/threonine-protein kinase Nek4 isoform X1
106271at7742	Duplicated	LR812538.1	39002910	39018731	+	1107.8	560	https://www.orthodb.org/v10?query=106271at7742	influenza virus NS1A-binding protein
106271at7742	Duplicated	LR812520.1	27830129	27838495	-	1069.9	560	https://www.orthodb.org/v10?query=106271at7742	influenza virus NS1A-binding protein
106301at7742	Complete	LR812524.1	42050333	42079953	-	374.5	400	https://www.orthodb.org/v10?query=106301at7742	thrombopoietin receptor
106313at7742	Complete	LR812525.1	81834154	81842672	-	524.9	528	https://www.orthodb.org/v10?query=106313at7742	ataxin-1-like
106344at7742	Complete	LR812532.1	634928	642836	-	177.3	709	https://www.orthodb.org/v10?query=106344at7742	ankyrin repeat and SAM domain-containing protein 6
106423at7742	Complete	LR812535.1	49959099	50042338	-	869.0	573	https://www.orthodb.org/v10?query=106423at7742	transmembrane protein 260
106667at7742	Complete	LR812533.1	58727938	58745219	-	793.1	504	https://www.orthodb.org/v10?query=106667at7742	kelch repeat and BTB domain-containing protein 3
106853at7742	Complete	LR812521.1	22281371	22316909	-	1457.9	894	https://www.orthodb.org/v10?query=106853at7742	protein cramped-like
106855at7742	Complete	LR812523.1	4524414	4583933	-	1223.0	768	https://www.orthodb.org/v10?query=106855at7742	unconventional myosin-XIX
106858at7742	Complete	LR812531.1	21220158	21269265	+	1074.7	703	https://www.orthodb.org/v10?query=106858at7742	beta-mannosidase
106894at7742	Complete	LR812542.1	41009350	41031785	+	1082.0	503	https://www.orthodb.org/v10?query=106894at7742	kelch-like protein 14
106943at7742	Complete	LR812541.1	35962611	36001769	+	484.7	417	https://www.orthodb.org/v10?query=106943at7742	TPX2, microtubule nucleation factor
106972at7742	Complete	LR812538.1	4821502	4874537	-	995.5	683	https://www.orthodb.org/v10?query=106972at7742	Ribosomal protein S6 kinase C1
107107at7742	Complete	LR812542.1	24881362	24912303	+	1090.8	567	https://www.orthodb.org/v10?query=107107at7742	PAN2-PAN3 deadenylation complex subunit PAN3
107188at7742	Complete	LR812535.1	61423641	61438027	+	505.6	354	https://www.orthodb.org/v10?query=107188at7742	protein angel homolog 1
107391at7742	Complete	LR812535.1	44250574	44282885	+	774.7	455	https://www.orthodb.org/v10?query=107391at7742	Transmembrane protein 62
107610at7742	Complete	LR812521.1	25728557	25782700	-	1113.0	596	https://www.orthodb.org/v10?query=107610at7742	TBC1 domain family member 16 isoform X1
107664at7742	Complete	LR812523.1	22516029	22539412	+	850.2	566	https://www.orthodb.org/v10?query=107664at7742	Activating signal cointegrator 1 complex subunit 2
107720at7742	Complete	LR812533.1	37494798	37511588	+	2132.5	2556	https://www.orthodb.org/v10?query=107720at7742	breast cancer type 2 susceptibility protein
107743at7742	Complete	LR812529.1	9241719	9269763	+	1103.6	535	https://www.orthodb.org/v10?query=107743at7742	kelch-like protein 26
107971at7742	Complete	LR812542.1	28627463	28652371	+	934.7	487	https://www.orthodb.org/v10?query=107971at7742	myotubularin-related protein 6
108033at7742	Complete	CAIGQS010000057.1	71873	87194	+	355.7	414	https://www.orthodb.org/v10?query=108033at7742	N-acetylgalactosaminyltransferase 7
108312at7742	Complete	LR812525.1	52850507	52865483	+	516.6	584	https://www.orthodb.org/v10?query=108312at7742	cadherin-5
108458at7742	Complete	LR812542.1	38372015	38398429	+	1132.4	578	https://www.orthodb.org/v10?query=108458at7742	Regulator of MON1-CCZ1
108510at7742	Complete	LR812539.1	47258918	47324710	+	1144.3	595	https://www.orthodb.org/v10?query=108510at7742	Arginyl-tRNA synthetase
108553at7742	Complete	LR812533.1	58969176	59100130	-	870.0	453	https://www.orthodb.org/v10?query=108553at7742	ClpB homolog, mitochondrial AAA ATPase chaperonin
108576at7742	Complete	LR812519.1	59253366	59383564	+	685.3	764	https://www.orthodb.org/v10?query=108576at7742	cilia- and flagella-associated protein 58
108633at7742	Complete	LR812542.1	42808000	42847840	+	1221.1	860	https://www.orthodb.org/v10?query=108633at7742	protein NLRC3
108730at7742	Complete	LR812532.1	54784917	54824971	-	1131.1	609	https://www.orthodb.org/v10?query=108730at7742	Bardet-Biedl syndrome 7 protein
108802at7742	Complete	LR812530.1	40401109	40441913	-	920.3	448	https://www.orthodb.org/v10?query=108802at7742	NPL4 homolog, ubiquitin recognition factor
108881at7742	Complete	LR812532.1	169403	182836	-	864.2	500	https://www.orthodb.org/v10?query=108881at7742	WD repeat-containing protein 1
108888at7742	Complete	LR812529.1	20244405	20255388	+	989.3	506	https://www.orthodb.org/v10?query=108888at7742	kelch repeat and BTB domain-containing protein 8
108967at7742	Complete	LR812524.1	36053792	36098477	-	1063.8	558	https://www.orthodb.org/v10?query=108967at7742	TBC1 domain family member 23 isoform X1
109054at7742	Complete	LR812535.1	29755309	29827054	-	705.8	519	https://www.orthodb.org/v10?query=109054at7742	WD repeat containing planar cell polarity effector
109081at7742	Duplicated	LR812534.1	13135284	13178019	+	1131.7	582	https://www.orthodb.org/v10?query=109081at7742	CCR4-NOT transcription complex subunit 10
109081at7742	Duplicated	CAIGQS010000039.1	5788	53881	-	1131.6	582	https://www.orthodb.org/v10?query=109081at7742	CCR4-NOT transcription complex subunit 10
109231at7742	Complete	LR812519.1	34312885	34368638	+	1007.5	481	https://www.orthodb.org/v10?query=109231at7742	Guanylate cyclase 1 soluble subunit beta 1
109264at7742	Complete	LR812533.1	19403584	19429092	+	1095.3	592	https://www.orthodb.org/v10?query=109264at7742	serine/threonine-protein kinase Nek8
109315at7742	Complete	LR812525.1	61007748	61047476	-	709.1	497	https://www.orthodb.org/v10?query=109315at7742	Katanin p80 WD40 repeat-containing subunit B1
109426at7742	Complete	LR812535.1	6559932	6600976	+	713.0	448	https://www.orthodb.org/v10?query=109426at7742	cell division cycle 5-like protein
109623at7742	Complete	LR812525.1	72544905	72569107	-	1248.9	602	https://www.orthodb.org/v10?query=109623at7742	paraplegin
109650at7742	Complete	LR812523.1	3144517	3180033	-	635.9	571	https://www.orthodb.org/v10?query=109650at7742	Ring finger protein 43
109869at7742	Complete	LR812521.1	41336294	41347891	-	1279.0	689	https://www.orthodb.org/v10?query=109869at7742	ATP-dependent RNA helicase DDX42
110226at7742	Complete	LR812523.1	11346413	11370788	+	900.1	520	https://www.orthodb.org/v10?query=110226at7742	Iduronidase, alpha-L-
110339at7742	Complete	LR812519.1	29786308	29808105	-	911.7	491	https://www.orthodb.org/v10?query=110339at7742	maternal embryonic leucine zipper kinase
110832at7742	Complete	LR812530.1	7575076	7607674	+	1025.8	606	https://www.orthodb.org/v10?query=110832at7742	neutral ceramidase
110839at7742	Complete	LR812535.1	57238824	57278354	+	1596.7	761	https://www.orthodb.org/v10?query=110839at7742	apoptosis-resistant E3 ubiquitin protein ligase 1
111099at7742	Complete	LR812527.1	64557537	64615083	-	963.0	613	https://www.orthodb.org/v10?query=111099at7742	X-ray repair cross-complementing protein 5
111128at7742	Complete	LR812542.1	7580109	7605433	+	715.7	516	https://www.orthodb.org/v10?query=111128at7742	serine/threonine-protein kinase greatwall
111204at7742	Complete	LR812535.1	34770287	34799481	-	837.3	429	https://www.orthodb.org/v10?query=111204at7742	sec1 family domain-containing protein 1
111254at7742	Complete	LR812528.1	33093519	33136272	-	556.7	476	https://www.orthodb.org/v10?query=111254at7742	HMG box transcription factor BBX isoform X1
111501at7742	Complete	LR812520.1	395470	411096	-	751.5	1168	https://www.orthodb.org/v10?query=111501at7742	Zinc finger protein
111509at7742	Missing
111583at7742	Complete	LR812539.1	1598014	1642115	+	1093.5	756	https://www.orthodb.org/v10?query=111583at7742	endoplasmic reticulum metallopeptidase 1
111667at7742	Complete	LR812531.1	47393198	47412447	+	821.7	553	https://www.orthodb.org/v10?query=111667at7742	Hermansky-Pudlak syndrome 1 protein
111684at7742	Complete	LR812538.1	38594658	38649199	+	683.0	621	https://www.orthodb.org/v10?query=111684at7742	uncharacterized protein C1orf112 homolog
112051at7742	Complete	LR812531.1	39641322	39643271	-	1104.1	547	https://www.orthodb.org/v10?query=112051at7742	leucine-rich repeat transmembrane protein FLRT3
112232at7742	Complete	LR812538.1	1713159	1750238	-	612.9	470	https://www.orthodb.org/v10?query=112232at7742	cilia- and flagella-associated protein 206
112360at7742	Complete	LR812521.1	25497883	25519386	+	691.3	513	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112966at7742	Complete	LR812539.1	6152544	6308649	-	763.8	544	https://www.orthodb.org/v10?query=112966at7742	dymeclin
113103at7742	Complete	LR812540.1	297520	316064	-	917.6	517	https://www.orthodb.org/v10?query=113103at7742	F-box only protein 42
113409at7742	Complete	LR812523.1	29044825	29058727	-	701.3	462	https://www.orthodb.org/v10?query=113409at7742	myotubularin
113535at7742	Complete	LR812521.1	7446478	7506608	+	946.2	537	https://www.orthodb.org/v10?query=113535at7742	nuclear pore complex protein Nup85
113537at7742	Complete	CAIGQS010000055.1	250884	272429	-	1045.8	550	https://www.orthodb.org/v10?query=113537at7742	xaa-Pro aminopeptidase 1
113550at7742	Complete	LR812521.1	46340360	46366373	+	1191.9	537	https://www.orthodb.org/v10?query=113550at7742	TNF receptor associated factor 7
113805at7742	Complete	LR812524.1	24870518	24898933	-	638.3	336	https://www.orthodb.org/v10?query=113805at7742	myotubularin-related protein 14
113847at7742	Complete	LR812531.1	7898135	7953937	+	718.3	516	https://www.orthodb.org/v10?query=113847at7742	Family with sequence similarity 120B
113992at7742	Complete	LR812532.1	15353830	15455743	+	1188.8	598	https://www.orthodb.org/v10?query=113992at7742	ATP-binding cassette sub-family B member 7, mitochondrial
114115at7742	Complete	LR812534.1	13723873	13801602	+	886.2	509	https://www.orthodb.org/v10?query=114115at7742	Anoctamin
114119at7742	Duplicated	LR812523.1	40801417	40804187	+	1126.2	533	https://www.orthodb.org/v10?query=114119at7742	ectoderm-neural cortex protein 1
114119at7742	Duplicated	LR812543.1	14620384	14642156	-	965.2	533	https://www.orthodb.org/v10?query=114119at7742	ectoderm-neural cortex protein 1
114214at7742	Complete	LR812524.1	56039359	56059972	+	962.9	539	https://www.orthodb.org/v10?query=114214at7742	Staufen double-stranded RNA binding protein 1
114216at7742	Complete	LR812521.1	51640090	51658139	-	823.8	551	https://www.orthodb.org/v10?query=114216at7742	zinc finger protein 598
114303at7742	Complete	LR812537.1	24407819	24454000	-	1118.6	627	https://www.orthodb.org/v10?query=114303at7742	TBC1 domain family member 5 isoform X1
114459at7742	Complete	LR812541.1	7759062	7777461	+	478.3	288	https://www.orthodb.org/v10?query=114459at7742	Zinc finger and BTB domain containing 46
114623at7742	Complete	CAIGQS010000081.1	13135	25947	+	1050.9	592	https://www.orthodb.org/v10?query=114623at7742	sterile alpha and TIR motif-containing protein 1
114626at7742	Complete	LR812530.1	34105620	34169102	+	1357.4	743	https://www.orthodb.org/v10?query=114626at7742	coiled-coil domain-containing protein 186
114695at7742	Complete	LR812523.1	58704097	58718625	+	1294.7	686	https://www.orthodb.org/v10?query=114695at7742	zinc transporter 5
114807at7742	Complete	LR812533.1	47180446	47210016	-	636.5	508	https://www.orthodb.org/v10?query=114807at7742	mutS protein homolog 5
114819at7742	Complete	LR812524.1	24012278	24062214	+	858.5	723	https://www.orthodb.org/v10?query=114819at7742	serine/threonine-protein kinase 11-interacting protein
114924at7742	Complete	LR812541.1	19924763	19959891	-	926.6	503	https://www.orthodb.org/v10?query=114924at7742	Transmembrane 9 superfamily member
115007at7742	Complete	LR812529.1	15855883	15877712	+	550.4	383	https://www.orthodb.org/v10?query=115007at7742	lengsin
115042at7742	Complete	LR812527.1	2175226	2257066	-	975.2	487	https://www.orthodb.org/v10?query=115042at7742	Alkylglycerone-phosphate synthase
115070at7742	Complete	LR812532.1	20931475	20955953	-	576.3	427	https://www.orthodb.org/v10?query=115070at7742	Pentatricopeptide repeat domain 3
115171at7742	Complete	LR812541.1	2312900	2359517	+	818.3	494	https://www.orthodb.org/v10?query=115171at7742	syntaxin-binding protein 3
115220at7742	Complete	LR812526.1	46261437	46333908	+	836.1	782	https://www.orthodb.org/v10?query=115220at7742	Golgin A1
115533at7742	Complete	LR812529.1	10159396	10191375	-	822.0	629	https://www.orthodb.org/v10?query=115533at7742	Adhesion G protein-coupled receptor L4
115534at7742	Complete	LR812521.1	16892425	16943430	+	1121.2	559	https://www.orthodb.org/v10?query=115534at7742	heat shock protein 75 kDa, mitochondrial
115748at7742	Complete	LR812522.1	12365978	12374268	-	923.5	534	https://www.orthodb.org/v10?query=115748at7742	Cyclin D binding myb like transcription factor 1
115767at7742	Complete	LR812534.1	21811210	21814145	-	1052.4	696	https://www.orthodb.org/v10?query=115767at7742	MACC1, MET transcriptional regulator
