# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
97588at7742	Complete	LR744035.1	183796292	183882364	+	875.0	573	https://www.orthodb.org/v10?query=97588at7742	conserved oligomeric Golgi complex subunit 2
97645at7742	Complete	LR744050.1	17093589	17149979	+	939.6	593	https://www.orthodb.org/v10?query=97645at7742	anaphase-promoting complex subunit 2
97786at7742	Complete	LR744031.1	233518088	233661194	-	845.8	491	https://www.orthodb.org/v10?query=97786at7742	leishmanolysin-like peptidase
98098at7742	Complete	LR744030.1	229482239	229694506	-	789.3	568	https://www.orthodb.org/v10?query=98098at7742	uncharacterized protein KIAA1841 homolog
98179at7742	Complete	LR744047.1	12677240	12780177	+	842.3	798	https://www.orthodb.org/v10?query=98179at7742	Centrosomal protein 131
98298at7742	Complete	LR744040.1	143753773	143881110	+	1058.2	645	https://www.orthodb.org/v10?query=98298at7742	RAD50 interactor 1
98464at7742	Complete	LR744031.1	195346795	195535525	+	1133.5	586	https://www.orthodb.org/v10?query=98464at7742	SEC14 domain and spectrin repeat-containing protein 1
98637at7742	Complete	LR744045.1	120843602	120854658	-	947.5	513	https://www.orthodb.org/v10?query=98637at7742	Methylenetetrahydrofolate reductase
98753at7742	Complete	LR744031.1	61573889	61638572	-	1159.8	653	https://www.orthodb.org/v10?query=98753at7742	exocyst complex component 5
98908at7742	Complete	LR744040.1	83466266	83511215	-	1012.1	562	https://www.orthodb.org/v10?query=98908at7742	Ubiquitin carboxyl-terminal hydrolase
99006at7742	Complete	LR744038.1	85439442	85811708	+	1066.0	618	https://www.orthodb.org/v10?query=99006at7742	protein VAC14 homolog
99014at7742	Complete	LR744030.1	182158548	182249395	-	818.4	502	https://www.orthodb.org/v10?query=99014at7742	Lysine acetyltransferase 14
99037at7742	Complete	LR744045.1	136659085	136710679	+	993.1	663	https://www.orthodb.org/v10?query=99037at7742	Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
99049at7742	Complete	LR744030.1	4349753	4707312	+	831.3	622	https://www.orthodb.org/v10?query=99049at7742	adhesion G-protein coupled receptor D1
99281at7742	Complete	LR744033.1	104385301	104414407	+	762.1	529	https://www.orthodb.org/v10?query=99281at7742	methyltransferase-like protein 13
99383at7742	Complete	LR744042.1	101852845	102172656	+	996.6	653	https://www.orthodb.org/v10?query=99383at7742	Ventricular zone expressed PH domain containing 1
99440at7742	Complete	LR744034.1	71075649	71151095	-	981.5	569	https://www.orthodb.org/v10?query=99440at7742	tRNA (cytosine(34)-C(5))-methyltransferase
100129at7742	Complete	LR744054.1	20112944	20214276	-	539.6	559	https://www.orthodb.org/v10?query=100129at7742	GEM-interacting protein
100256at7742	Complete	LR744034.1	112094340	112204165	-	856.4	642	https://www.orthodb.org/v10?query=100256at7742	PHD finger protein 14 isoform X1
100494at7742	Complete	LR744034.1	98988414	99097141	-	706.6	539	https://www.orthodb.org/v10?query=100494at7742	Integrin beta
100623at7742	Complete	LR744032.1	273479377	273510823	-	1178.7	658	https://www.orthodb.org/v10?query=100623at7742	polycystin-2
100655at7742	Complete	LR744032.1	156426566	156528216	-	1015.2	799	https://www.orthodb.org/v10?query=100655at7742	condensin complex subunit 3
100658at7742	Complete	LR744031.1	183902569	183945205	-	969.8	684	https://www.orthodb.org/v10?query=100658at7742	WD repeat domain 75
100816at7742	Complete	LR744049.1	64145299	64203859	-	688.5	482	https://www.orthodb.org/v10?query=100816at7742	IQ and ubiquitin-like domain-containing protein
100952at7742	Complete	LR744030.1	298692287	298735229	-	1079.4	569	https://www.orthodb.org/v10?query=100952at7742	Integrator complex subunit 9
101303at7742	Complete	LR744032.1	273155278	273234743	+	1316.4	801	https://www.orthodb.org/v10?query=101303at7742	general vesicular transport factor p115 isoform X1
101309at7742	Complete	LR744047.1	17327587	17373900	+	1280.0	807	https://www.orthodb.org/v10?query=101309at7742	conserved oligomeric Golgi complex subunit 1
101457at7742	Complete	LR744036.1	94980234	95010575	-	527.2	635	https://www.orthodb.org/v10?query=101457at7742	Fanconi anemia group B protein
101854at7742	Complete	LR744050.1	32416534	32418465	-	1014.3	573	https://www.orthodb.org/v10?query=101854at7742	Tripartite motif containing 32
101858at7742	Complete	LR744031.1	294553	431753	+	820.9	452	https://www.orthodb.org/v10?query=101858at7742	protein O-mannosyl-transferase 2
101941at7742	Complete	LR744044.1	25421223	25491595	-	944.6	557	https://www.orthodb.org/v10?query=101941at7742	DNA-directed RNA polymerase III subunit RPC5
102135at7742	Complete	LR744030.1	287455722	287710243	+	1002.5	629	https://www.orthodb.org/v10?query=102135at7742	tetratricopeptide repeat protein 27
102147at7742	Complete	LR744032.1	169834625	169872922	+	1087.5	523	https://www.orthodb.org/v10?query=102147at7742	Kelch like family member 8
102222at7742	Complete	LR744035.1	183220097	183222274	+	1048.3	569	https://www.orthodb.org/v10?query=102222at7742	exocyst complex component 8
102393at7742	Complete	LR744033.1	152139696	152191269	-	758.8	657	https://www.orthodb.org/v10?query=102393at7742	Kinesin-like protein
102408at7742	Complete	LR744044.1	65815304	65857815	+	1025.2	567	https://www.orthodb.org/v10?query=102408at7742	eukaryotic translation initiation factor 3 subunit B
102515at7742	Missing
102567at7742	Duplicated	LR744033.1	120146798	120202314	-	1321.4	572	https://www.orthodb.org/v10?query=102567at7742	kelch-like protein 20
102567at7742	Duplicated	LR744050.1	59785443	59819132	-	1235.1	572	https://www.orthodb.org/v10?query=102567at7742	kelch-like protein 20
102594at7742	Complete	LR744042.1	154249627	154307470	-	708.8	504	https://www.orthodb.org/v10?query=102594at7742	translation initiation factor eIF-2B subunit epsilon
102691at7742	Complete	LR744031.1	232907943	232940493	-	859.1	582	https://www.orthodb.org/v10?query=102691at7742	Zinc finger protein 148
102786at7742	Complete	LR744048.1	69720296	69854685	+	666.1	633	https://www.orthodb.org/v10?query=102786at7742	roundabout homolog 4
102917at7742	Complete	LR744031.1	169751381	169856465	+	995.7	523	https://www.orthodb.org/v10?query=102917at7742	Armadillo repeat containing 8
102945at7742	Complete	LR744041.1	27968257	28075067	+	1038.2	1346	https://www.orthodb.org/v10?query=102945at7742	centrosomal protein 152 
103093at7742	Complete	LR744038.1	112206023	112300653	+	640.2	450	https://www.orthodb.org/v10?query=103093at7742	prothrombin
103124at7742	Complete	LR744030.1	47836955	48025208	-	1005.6	539	https://www.orthodb.org/v10?query=103124at7742	acetoacetyl-CoA synthetase
103208at7742	Complete	LR744045.1	2274150	2293151	-	1178.1	578	https://www.orthodb.org/v10?query=103208at7742	transcription initiation factor TFIID subunit 5
103284at7742	Complete	LR744042.1	136650824	136654960	-	926.9	903	https://www.orthodb.org/v10?query=103284at7742	zinc finger and BTB domain-containing protein 38
103422at7742	Complete	LR744033.1	197494724	197559795	-	880.5	544	https://www.orthodb.org/v10?query=103422at7742	transforming growth factor-beta-induced protein ig-h3
103478at7742	Complete	LR744047.1	90730811	90789490	+	464.1	392	https://www.orthodb.org/v10?query=103478at7742	chromatin assembly factor 1 subunit A
103640at7742	Complete	LR744031.1	218244573	218335555	+	1118.3	614	https://www.orthodb.org/v10?query=103640at7742	Glycerol-3-phosphate dehydrogenase
103689at7742	Duplicated	LR744050.1	52975562	53093981	-	566.5	553	https://www.orthodb.org/v10?query=103689at7742	RAS protein activator like-3
103689at7742	Duplicated	LR744054.1	5216895	5238857	+	549.9	509	https://www.orthodb.org/v10?query=103689at7742	RAS protein activator like-3
103690at7742	Complete	LR744032.1	256948828	257019107	+	1021.6	677	https://www.orthodb.org/v10?query=103690at7742	Helicase, POLQ like
103731at7742	Complete	LR744043.1	92702188	92760899	+	987.1	535	https://www.orthodb.org/v10?query=103731at7742	mediator of RNA polymerase II transcription subunit 17
103919at7742	Complete	LR744030.1	277076864	277191015	+	951.9	641	https://www.orthodb.org/v10?query=103919at7742	Protein phosphatase 1 regulatory subunit 21
104081at7742	Complete	LR744040.1	57102219	57147025	-	1091.2	783	https://www.orthodb.org/v10?query=104081at7742	TATA element modulatory factor
104126at7742	Complete	LR744050.1	65150077	65193912	-	997.1	602	https://www.orthodb.org/v10?query=104126at7742	protein O-mannosyl-transferase 1
104369at7742	Complete	LR744037.1	101968609	102066087	+	1060.8	748	https://www.orthodb.org/v10?query=104369at7742	Centrosomal protein 120
104484at7742	Complete	LR744057.1	10360578	10362713	+	573.3	413	https://www.orthodb.org/v10?query=104484at7742	zinc finger and BTB domain-containing protein 39
104501at7742	Complete	LR744038.1	82525071	82673592	-	1044.8	632	https://www.orthodb.org/v10?query=104501at7742	engulfment and cell motility protein 3
104543at7742	Complete	LR744043.1	22000027	22526648	+	954.0	589	https://www.orthodb.org/v10?query=104543at7742	P protein
104785at7742	Complete	LR744036.1	111322970	111428992	+	848.4	1414	https://www.orthodb.org/v10?query=104785at7742	Zinc finger CCCH-type containing 13
104791at7742	Complete	LR744047.1	9928837	9959444	+	596.0	479	https://www.orthodb.org/v10?query=104791at7742	nucleolar protein 11
104856at7742	Complete	LR744030.1	34897052	34937852	+	1029.8	606	https://www.orthodb.org/v10?query=104856at7742	THO complex 5
104992at7742	Complete	LR744049.1	18197914	18268523	-	696.6	475	https://www.orthodb.org/v10?query=104992at7742	TBC1 domain family member 30
105001at7742	Complete	LR744034.1	123574772	123743396	+	934.8	621	https://www.orthodb.org/v10?query=105001at7742	elongator complex protein 2
105032at7742	Complete	LR744035.1	40995935	41097618	+	866.5	524	https://www.orthodb.org/v10?query=105032at7742	translocation protein SEC63 homolog
105115at7742	Complete	LR744036.1	131243707	131295487	+	815.4	460	https://www.orthodb.org/v10?query=105115at7742	GPI transamidase component PIG-T
105171at7742	Complete	LR744039.1	191676412	191708099	+	1041.6	538	https://www.orthodb.org/v10?query=105171at7742	kelch repeat and BTB domain-containing protein 2
105242at7742	Missing
105636at7742	Complete	LR744040.1	164545675	164598458	+	724.9	575	https://www.orthodb.org/v10?query=105636at7742	Minichromosome maintenance 10 replication initiation factor
105918at7742	Complete	LR744042.1	68997759	69186755	+	1213.0	985	https://www.orthodb.org/v10?query=105918at7742	YEATS domain-containing protein 2
105968at7742	Complete	LR744056.1	13822972	13871800	+	1112.5	547	https://www.orthodb.org/v10?query=105968at7742	cleft lip and palate transmembrane protein 1
106009at7742	Complete	LR744030.1	262089894	262145949	-	831.5	656	https://www.orthodb.org/v10?query=106009at7742	digestive organ expansion factor homolog
106060at7742	Missing
106271at7742	Complete	LR744033.1	84147689	84172225	+	1060.7	560	https://www.orthodb.org/v10?query=106271at7742	influenza virus NS1A-binding protein
106301at7742	Complete	LR744033.1	29986060	30055432	+	290.9	468	https://www.orthodb.org/v10?query=106301at7742	thrombopoietin receptor
106313at7742	Complete	LR744038.1	31519504	31522117	+	503.1	416	https://www.orthodb.org/v10?query=106313at7742	ataxin-1-like
106344at7742	Complete	LR744034.1	28153984	28206382	+	788.6	612	https://www.orthodb.org/v10?query=106344at7742	ankyrin repeat and SAM domain-containing protein 6
106423at7742	Complete	LR744047.1	41365136	41424705	-	762.7	569	https://www.orthodb.org/v10?query=106423at7742	transmembrane protein 260
106667at7742	Complete	LR744043.1	60983326	60992728	-	894.1	497	https://www.orthodb.org/v10?query=106667at7742	kelch repeat and BTB domain-containing protein 3
106853at7742	Complete	LR744044.1	9241879	9290580	+	1492.9	964	https://www.orthodb.org/v10?query=106853at7742	protein cramped-like
106855at7742	Complete	LR744041.1	130451048	130481896	-	1097.7	724	https://www.orthodb.org/v10?query=106855at7742	unconventional myosin-XIX
106858at7742	Complete	LR744032.1	274981272	275099089	-	1082.2	700	https://www.orthodb.org/v10?query=106858at7742	beta-mannosidase
106894at7742	Complete	LR744039.1	83031841	83270373	-	1019.6	499	https://www.orthodb.org/v10?query=106894at7742	kelch-like protein 14
106943at7742	Complete	LR744036.1	127477052	127506274	+	508.1	450	https://www.orthodb.org/v10?query=106943at7742	TPX2, microtubule nucleation factor
106972at7742	Complete	LR744030.1	250866696	251032334	+	963.5	713	https://www.orthodb.org/v10?query=106972at7742	Ribosomal protein S6 kinase C1
107107at7742	Complete	LR744043.1	46709055	46943931	-	960.4	571	https://www.orthodb.org/v10?query=107107at7742	PAN2-PAN3 deadenylation complex subunit PAN3
107188at7742	Duplicated	LR744030.1	250714061	250789343	-	423.1	342	https://www.orthodb.org/v10?query=107188at7742	protein angel homolog 1
107188at7742	Duplicated	LR744031.1	7469372	7483874	-	427.1	329	https://www.orthodb.org/v10?query=107188at7742	protein angel homolog 1
107391at7742	Complete	LR744031.1	87522272	87620140	+	655.4	455	https://www.orthodb.org/v10?query=107391at7742	Transmembrane protein 62
107610at7742	Complete	LR744047.1	23710678	23796390	+	1066.4	585	https://www.orthodb.org/v10?query=107610at7742	TBC1 domain family member 16 isoform X1
107664at7742	Complete	LR744030.1	48655632	48720091	+	795.4	566	https://www.orthodb.org/v10?query=107664at7742	Activating signal cointegrator 1 complex subunit 2
107720at7742	Complete	LR744043.1	42226001	42350090	-	1647.5	2881	https://www.orthodb.org/v10?query=107720at7742	breast cancer type 2 susceptibility protein
107743at7742	Complete	LR744047.1	109953735	109955291	+	929.4	480	https://www.orthodb.org/v10?query=107743at7742	kelch-like protein 26
107971at7742	Duplicated	LR744043.1	50462503	50511654	+	671.6	467	https://www.orthodb.org/v10?query=107971at7742	myotubularin-related protein 6
107971at7742	Duplicated	LR744046.1	40758134	40791989	-	767.9	446	https://www.orthodb.org/v10?query=107971at7742	myotubularin-related protein 6
108033at7742	Complete	LR744037.1	181383357	181550809	-	980.1	506	https://www.orthodb.org/v10?query=108033at7742	N-acetylgalactosaminyltransferase 7
108312at7742	Complete	LR744038.1	5435925	5463864	-	459.2	555	https://www.orthodb.org/v10?query=108312at7742	cadherin-5
108458at7742	Complete	LR744039.1	4274365	4337663	+	1007.5	576	https://www.orthodb.org/v10?query=108458at7742	Regulator of MON1-CCZ1
108510at7742	Complete	LR744033.1	214340456	214372450	-	909.9	554	https://www.orthodb.org/v10?query=108510at7742	Arginyl-tRNA synthetase
108553at7742	Complete	LR744043.1	5623817	5760973	-	749.5	438	https://www.orthodb.org/v10?query=108553at7742	ClpB homolog, mitochondrial AAA ATPase chaperonin
108576at7742	Complete	LR744045.1	13814222	13975518	+	1127.4	766	https://www.orthodb.org/v10?query=108576at7742	cilia- and flagella-associated protein 58
108633at7742	Complete	LR744044.1	29259371	29318656	+	1204.7	903	https://www.orthodb.org/v10?query=108633at7742	protein NLRC3
108730at7742	Complete	LR744032.1	228888061	228957769	-	1045.8	611	https://www.orthodb.org/v10?query=108730at7742	Bardet-Biedl syndrome 7 protein
108802at7742	Complete	LR744047.1	24510979	24592881	+	882.0	447	https://www.orthodb.org/v10?query=108802at7742	NPL4 homolog, ubiquitin recognition factor
108881at7742	Complete	LR744032.1	165282591	165352372	+	734.4	503	https://www.orthodb.org/v10?query=108881at7742	WD repeat-containing protein 1
108888at7742	Complete	LR744040.1	53916429	53933533	+	952.5	505	https://www.orthodb.org/v10?query=108888at7742	kelch repeat and BTB domain-containing protein 8
108967at7742	Complete	LR744036.1	35047580	35122438	-	892.9	544	https://www.orthodb.org/v10?query=108967at7742	TBC1 domain family member 23 isoform X1
109054at7742	Complete	LR744030.1	217795104	217883616	+	740.3	519	https://www.orthodb.org/v10?query=109054at7742	WD repeat containing planar cell polarity effector
109081at7742	Complete	LR744039.1	187444228	187477218	+	1103.1	577	https://www.orthodb.org/v10?query=109081at7742	CCR4-NOT transcription complex subunit 10
109231at7742	Complete	LR744032.1	221971021	222075881	+	940.0	481	https://www.orthodb.org/v10?query=109231at7742	Guanylate cyclase 1 soluble subunit beta 1
109264at7742	Complete	LR744041.1	144763413	144854161	-	1030.0	576	https://www.orthodb.org/v10?query=109264at7742	serine/threonine-protein kinase Nek8
109315at7742	Complete	LR744038.1	78874461	78933641	-	735.0	496	https://www.orthodb.org/v10?query=109315at7742	Katanin p80 WD40 repeat-containing subunit B1
109426at7742	Complete	LR744035.1	114972069	115041072	-	1145.3	656	https://www.orthodb.org/v10?query=109426at7742	cell division cycle 5-like protein
109623at7742	Complete	LR744038.1	33380809	33469341	+	807.1	568	https://www.orthodb.org/v10?query=109623at7742	paraplegin
109650at7742	Complete	LR744041.1	121748477	121805012	-	496.0	508	https://www.orthodb.org/v10?query=109650at7742	Ring finger protein 43
109869at7742	Complete	LR744048.1	53721724	53848222	-	1020.5	627	https://www.orthodb.org/v10?query=109869at7742	ATP-dependent RNA helicase DDX42
110226at7742	Complete	LR744032.1	226933355	227260441	+	762.4	521	https://www.orthodb.org/v10?query=110226at7742	Iduronidase, alpha-L-
110339at7742	Complete	LR744037.1	51669279	51783856	-	822.1	480	https://www.orthodb.org/v10?query=110339at7742	maternal embryonic leucine zipper kinase
110832at7742	Complete	LR744045.1	63410705	63561322	+	931.3	582	https://www.orthodb.org/v10?query=110832at7742	neutral ceramidase
110839at7742	Complete	LR744031.1	18266181	18340324	-	1310.0	754	https://www.orthodb.org/v10?query=110839at7742	apoptosis-resistant E3 ubiquitin protein ligase 1
111099at7742	Complete	LR744031.1	289157048	289472728	+	725.6	576	https://www.orthodb.org/v10?query=111099at7742	X-ray repair cross-complementing protein 5
111128at7742	Missing
111204at7742	Complete	LR744031.1	82683565	83407607	-	932.2	539	https://www.orthodb.org/v10?query=111204at7742	sec1 family domain-containing protein 1
111254at7742	Complete	LR744036.1	41301354	41388348	+	625.9	489	https://www.orthodb.org/v10?query=111254at7742	HMG box transcription factor BBX isoform X1
111501at7742	Complete	LR744032.1	179314089	179744792	+	1013.0	539	https://www.orthodb.org/v10?query=111501at7742	Zinc finger protein
111509at7742	Complete	LR744058.1	6891745	6922459	+	831.3	468	https://www.orthodb.org/v10?query=111509at7742	DNA replication licensing factor MCM7
111583at7742	Complete	LR744037.1	21281165	21324108	-	938.7	610	https://www.orthodb.org/v10?query=111583at7742	endoplasmic reticulum metallopeptidase 1
111667at7742	Complete	LR744045.1	5880040	5908215	-	711.6	553	https://www.orthodb.org/v10?query=111667at7742	Hermansky-Pudlak syndrome 1 protein
111684at7742	Complete	LR744033.1	77409776	77465740	+	688.0	713	https://www.orthodb.org/v10?query=111684at7742	uncharacterized protein C1orf112 homolog
112051at7742	Complete	LR744030.1	210354354	210356279	-	1002.8	559	https://www.orthodb.org/v10?query=112051at7742	leucine-rich repeat transmembrane protein FLRT3
112232at7742	Complete	LR744035.1	59188832	59247455	+	653.4	495	https://www.orthodb.org/v10?query=112232at7742	cilia- and flagella-associated protein 206
112360at7742	Duplicated	CACTIT020000010.1	43232	44263	+	591.6	591	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000031.1	35377	36618	-	589.9	592	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000067.1	126180	127763	+	589.4	608	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000253.1	64181	65428	+	630.2	603	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000328.1	1111090	1112583	+	573.8	576	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000337.1	1139130	1140143	+	583.8	551	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000524.1	47451	48944	-	591.0	588	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	CACTIT020000590.1	1534633	1535799	-	567.4	580	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	LR744044.1	44885280	44928061	-	661.1	460	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	LR744046.1	113420079	113421320	+	575.6	565	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	LR744046.1	113544982	113546124	+	574.2	561	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	LR744046.1	123850729	123852315	+	599.8	588	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112360at7742	Duplicated	LR744046.1	131606531	131607493	+	595.7	595	https://www.orthodb.org/v10?query=112360at7742	transcription factor E4F1
112966at7742	Complete	LR744032.1	47101120	47579490	-	942.6	550	https://www.orthodb.org/v10?query=112966at7742	dymeclin
113103at7742	Complete	LR744045.1	117157452	117194074	-	1031.5	644	https://www.orthodb.org/v10?query=113103at7742	F-box only protein 42
113409at7742	Duplicated	LR744043.1	95210818	95269745	-	752.8	437	https://www.orthodb.org/v10?query=113409at7742	myotubularin
113409at7742	Duplicated	LR744046.1	16629954	16797107	-	795.7	438	https://www.orthodb.org/v10?query=113409at7742	myotubularin
113535at7742	Complete	LR744047.1	41794196	41865938	+	856.9	522	https://www.orthodb.org/v10?query=113535at7742	nuclear pore complex protein Nup85
113537at7742	Complete	LR744045.1	16075580	16136751	-	914.8	550	https://www.orthodb.org/v10?query=113537at7742	xaa-Pro aminopeptidase 1
113550at7742	Complete	LR744044.1	19622224	19659722	-	1136.9	537	https://www.orthodb.org/v10?query=113550at7742	TNF receptor associated factor 7
113805at7742	Complete	LR744040.1	19586990	19687909	-	408.3	294	https://www.orthodb.org/v10?query=113805at7742	myotubularin-related protein 14
113847at7742	Complete	LR744030.1	296509640	296550205	-	657.1	497	https://www.orthodb.org/v10?query=113847at7742	Family with sequence similarity 120B
113992at7742	Complete	LR744046.1	25682520	25746023	-	1079.5	592	https://www.orthodb.org/v10?query=113992at7742	ATP-binding cassette sub-family B member 7, mitochondrial
114115at7742	Complete	LR744039.1	187048104	187110117	-	800.6	508	https://www.orthodb.org/v10?query=114115at7742	Anoctamin
114119at7742	Complete	LR744037.1	153406726	153408498	-	1105.3	533	https://www.orthodb.org/v10?query=114119at7742	ectoderm-neural cortex protein 1
114214at7742	Duplicated	LR744032.1	170288880	170290946	-	960.2	538	https://www.orthodb.org/v10?query=114214at7742	Staufen double-stranded RNA binding protein 1
114214at7742	Duplicated	LR744036.1	170285659	170330652	+	951.1	540	https://www.orthodb.org/v10?query=114214at7742	Staufen double-stranded RNA binding protein 1
114216at7742	Complete	LR744044.1	65513405	65550615	+	812.3	563	https://www.orthodb.org/v10?query=114216at7742	zinc finger protein 598
114303at7742	Complete	LR744034.1	151745494	152125449	-	795.2	566	https://www.orthodb.org/v10?query=114303at7742	TBC1 domain family member 5 isoform X1
114459at7742	Complete	LR744036.1	175327182	175385381	-	518.9	382	https://www.orthodb.org/v10?query=114459at7742	Zinc finger and BTB domain containing 46
114623at7742	Fragmented	LR744041.1	160564641	160570626	+	499.7	318	https://www.orthodb.org/v10?query=114623at7742	sterile alpha and TIR motif-containing protein 1
114626at7742	Complete	LR744045.1	26069197	26154570	+	1214.7	740	https://www.orthodb.org/v10?query=114626at7742	coiled-coil domain-containing protein 186
114695at7742	Complete	LR744037.1	161758333	161804602	-	1252.3	684	https://www.orthodb.org/v10?query=114695at7742	zinc transporter 5
114807at7742	Complete	LR744035.1	184938337	184940766	-	1095.0	682	https://www.orthodb.org/v10?query=114807at7742	mutS protein homolog 5
114819at7742	Complete	LR744031.1	281766614	281869556	+	745.5	695	https://www.orthodb.org/v10?query=114819at7742	serine/threonine-protein kinase 11-interacting protein
114924at7742	Complete	LR744036.1	178816493	178956270	+	915.1	522	https://www.orthodb.org/v10?query=114924at7742	Transmembrane 9 superfamily member
115007at7742	Complete	LR744035.1	188357016	188369337	-	567.1	385	https://www.orthodb.org/v10?query=115007at7742	lengsin
115042at7742	Complete	LR744031.1	197854132	198065354	-	975.3	487	https://www.orthodb.org/v10?query=115042at7742	Alkylglycerone-phosphate synthase
115070at7742	Complete	LR744032.1	35559281	35605949	-	413.5	407	https://www.orthodb.org/v10?query=115070at7742	Pentatricopeptide repeat domain 3
115171at7742	Complete	LR744033.1	91066240	91118126	+	661.4	473	https://www.orthodb.org/v10?query=115171at7742	syntaxin-binding protein 3
115220at7742	Complete	LR744050.1	47582390	47652663	-	682.2	703	https://www.orthodb.org/v10?query=115220at7742	Golgin A1
115533at7742	Complete	LR744033.1	12549080	12666984	+	735.2	533	https://www.orthodb.org/v10?query=115533at7742	Adhesion G protein-coupled receptor L4
115534at7742	Complete	LR744044.1	27531245	27563477	+	1047.8	559	https://www.orthodb.org/v10?query=115534at7742	heat shock protein 75 kDa, mitochondrial
115748at7742	Complete	LR744040.1	166236217	166281461	-	800.8	526	https://www.orthodb.org/v10?query=115748at7742	Cyclin D binding myb like transcription factor 1
115767at7742	Complete	LR744034.1	99412608	99440327	+	979.1	709	https://www.orthodb.org/v10?query=115767at7742	MACC1, MET transcriptional regulator
116065at7742	Complete	LR744048.1	97456688	97491402	+	895.3	616	https://www.orthodb.org/v10?query=116065at7742	centromere/kinetochore protein zw10 homolog
116202at7742	Complete	LR744040.1	3751552	3776595	-	725.2	532	https://www.orthodb.org/v10?query=116202at7742	XPC complex subunit, DNA damage recognition and repair factor
116245at7742	Complete	LR744032.1	128652538	128680778	+	895.2	536	https://www.orthodb.org/v10?query=116245at7742	Translation factor GUF1, mitochondrial
116359at7742	Complete	LR744036.1	45682901	45796563	-	528.7	429	https://www.orthodb.org/v10?query=116359at7742	protein MAATS1
116482at7742	Complete	LR744040.1	166104804	166137107	-	698.6	589	https://www.orthodb.org/v10?query=116482at7742	DNA cross-link repair 1C
116667at7742	Complete	LR744033.1	38878738	38891108	+	671.2	415	https://www.orthodb.org/v10?query=116667at7742	serine/threonine-protein kinase PLK3
116710at7742	Complete	LR744049.1	68297878	68332539	+	679.4	486	https://www.orthodb.org/v10?query=116710at7742	pseudouridylate synthase 7 homolog-like protein
116812at7742	Complete	LR744039.1	78539461	78599010	-	996.9	537	https://www.orthodb.org/v10?query=116812at7742	THO complex subunit 1
116835at7742	Complete	LR744040.1	37345040	37366942	-	819.9	474	https://www.orthodb.org/v10?query=116835at7742	Actin-related protein 8
117231at7742	Complete	LR744041.1	156568011	156613975	+	919.4	626	https://www.orthodb.org/v10?query=117231at7742	probable ATP-dependent RNA helicase DHX40
117384at7742	Complete	LR744039.1	191711592	191836944	-	888.0	502	https://www.orthodb.org/v10?query=117384at7742	AVL9 cell migration associated
117494at7742	Missing
117499at7742	Complete	LR744032.1	225825002	225895312	+	982.3	502	https://www.orthodb.org/v10?query=117499at7742	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
117571at7742	Complete	LR744035.1	183508526	183678626	+	978.0	459	https://www.orthodb.org/v10?query=117571at7742	Polypeptide N-acetylgalactosaminyltransferase
117635at7742	Complete	LR744045.1	4768048	4770843	-	521.3	540	https://www.orthodb.org/v10?query=117635at7742	Hermansky-Pudlak syndrome 6 protein
117682at7742	Complete	LR744034.1	206214016	206457403	-	710.5	833	https://www.orthodb.org/v10?query=117682at7742	RNA-binding protein 33
117939at7742	Complete	LR744049.1	61725503	61782615	+	895.8	530	https://www.orthodb.org/v10?query=117939at7742	tubulin--tyrosine ligase-like protein 12
118164at7742	Complete	LR744043.1	158076562	158140699	-	892.6	492	https://www.orthodb.org/v10?query=118164at7742	Cell division cycle 16
118353at7742	Complete	LR744035.1	27902162	27965517	+	608.9	498	https://www.orthodb.org/v10?query=118353at7742	WD repeat-containing protein 43
118365at7742	Complete	LR744040.1	5162656	5182941	-	769.7	447	https://www.orthodb.org/v10?query=118365at7742	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
118406at7742	Complete	LR744045.1	121191213	121197517	-	755.2	470	https://www.orthodb.org/v10?query=118406at7742	uncharacterized protein KIAA2013 homolog
118460at7742	Complete	LR744043.1	1923372	1949467	+	699.3	415	https://www.orthodb.org/v10?query=118460at7742	sphingomyelin phosphodiesterase
