# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
44698at7742	Complete	XP_043925732.1	1142.2	733	https://www.orthodb.org/v10?query=44698at7742	Protein HIRA
44744at7742	Complete	XP_043914577.1	695.9	534	https://www.orthodb.org/v10?query=44744at7742	Small nuclear RNA activating complex polypeptide 4
44800at7742	Complete	XP_043937249.1	1407.0	924	https://www.orthodb.org/v10?query=44800at7742	L-fucose kinase
45067at7742	Duplicated	XP_043917012.1	1586.3	805	https://www.orthodb.org/v10?query=45067at7742	glycine dehydrogenase (decarboxylating), mitochondrial
45067at7742	Duplicated	XP_043917013.1	1582.4	787	https://www.orthodb.org/v10?query=45067at7742	glycine dehydrogenase (decarboxylating), mitochondrial
45247at7742	Duplicated	XP_043929821.1	1916.4	1646	https://www.orthodb.org/v10?query=45247at7742	A-kinase anchor protein 6
45247at7742	Duplicated	XP_043929820.1	1902.3	1649	https://www.orthodb.org/v10?query=45247at7742	A-kinase anchor protein 6
45247at7742	Duplicated	XP_043929819.1	1902.3	1649	https://www.orthodb.org/v10?query=45247at7742	A-kinase anchor protein 6
45427at7742	Complete	XP_043932347.1	1866.1	964	https://www.orthodb.org/v10?query=45427at7742	Bromodomain and PHD finger containing 1
45658at7742	Complete	XP_043912218.1	1706.6	1014	https://www.orthodb.org/v10?query=45658at7742	ribosome biogenesis protein BMS1 homolog
45908at7742	Complete	XP_043944831.1	2072.7	1226	https://www.orthodb.org/v10?query=45908at7742	Meiosis regulator and mRNA stability factor 1
46117at7742	Duplicated	XP_043934684.1	789.6	770	https://www.orthodb.org/v10?query=46117at7742	WD repeat-containing protein 6
46117at7742	Duplicated	XP_043934685.1	789.6	770	https://www.orthodb.org/v10?query=46117at7742	WD repeat-containing protein 6
46227at7742	Duplicated	XP_043930131.1	1474.4	848	https://www.orthodb.org/v10?query=46227at7742	VPS18, CORVET/HOPS core subunit
46227at7742	Duplicated	XP_043930132.1	1473.9	854	https://www.orthodb.org/v10?query=46227at7742	VPS18, CORVET/HOPS core subunit
46317at7742	Complete	XP_043919759.1	1685.2	879	https://www.orthodb.org/v10?query=46317at7742	importin-11
46538at7742	Complete	XP_043911468.1	681.3	822	https://www.orthodb.org/v10?query=46538at7742	tudor domain-containing protein 1
46657at7742	Duplicated	XP_043937610.1	1775.5	931	https://www.orthodb.org/v10?query=46657at7742	teashirt homolog 3
46657at7742	Duplicated	XP_043937611.1	1775.5	931	https://www.orthodb.org/v10?query=46657at7742	teashirt homolog 3
46694at7742	Duplicated	XP_043945526.1	1493.0	791	https://www.orthodb.org/v10?query=46694at7742	DNA topoisomerase
46694at7742	Duplicated	XP_043945528.1	1493.0	791	https://www.orthodb.org/v10?query=46694at7742	DNA topoisomerase
46694at7742	Duplicated	XP_043945525.1	1492.8	791	https://www.orthodb.org/v10?query=46694at7742	DNA topoisomerase
46728at7742	Duplicated	XP_043916290.1	1609.6	999	https://www.orthodb.org/v10?query=46728at7742	exportin-5
46728at7742	Duplicated	XP_043916295.1	1563.9	983	https://www.orthodb.org/v10?query=46728at7742	exportin-5
46737at7742	Complete	XP_043929646.1	822.3	423	https://www.orthodb.org/v10?query=46737at7742	tubulin polyglutamylase TTLL4
46740at7742	Duplicated	XP_043929275.1	1590.3	858	https://www.orthodb.org/v10?query=46740at7742	Integrator complex subunit 4
46740at7742	Duplicated	XP_043929274.1	1588.8	858	https://www.orthodb.org/v10?query=46740at7742	Integrator complex subunit 4
46839at7742	Duplicated	XP_043930343.1	1481.1	825	https://www.orthodb.org/v10?query=46839at7742	WD repeat and HMG-box DNA-binding protein 1
46839at7742	Duplicated	XP_043930341.1	1481.0	825	https://www.orthodb.org/v10?query=46839at7742	WD repeat and HMG-box DNA-binding protein 1
46839at7742	Duplicated	XP_043930342.1	1481.0	825	https://www.orthodb.org/v10?query=46839at7742	WD repeat and HMG-box DNA-binding protein 1
46928at7742	Duplicated	XP_043931195.1	464.5	586	https://www.orthodb.org/v10?query=46928at7742	sperm-specific antigen 2
46928at7742	Duplicated	XP_043931194.1	463.6	586	https://www.orthodb.org/v10?query=46928at7742	sperm-specific antigen 2
47023at7742	Complete	XP_043916211.1	1011.7	719	https://www.orthodb.org/v10?query=47023at7742	peroxisome biogenesis factor 6
47069at7742	Duplicated	XP_043927529.1	1283.1	711	https://www.orthodb.org/v10?query=47069at7742	zinc finger and BTB domain-containing protein 11
47069at7742	Duplicated	XP_043927530.1	1105.9	603	https://www.orthodb.org/v10?query=47069at7742	zinc finger and BTB domain-containing protein 11
47172at7742	Duplicated	XP_043921268.1	2254.6	1098	https://www.orthodb.org/v10?query=47172at7742	ribonuclease 3
47172at7742	Duplicated	XP_043921266.1	2233.1	1052	https://www.orthodb.org/v10?query=47172at7742	ribonuclease 3
47172at7742	Duplicated	XP_043921265.1	2128.5	1043	https://www.orthodb.org/v10?query=47172at7742	ribonuclease 3
47172at7742	Duplicated	XP_043921263.1	2106.8	1046	https://www.orthodb.org/v10?query=47172at7742	ribonuclease 3
47172at7742	Duplicated	XP_043921264.1	2106.8	1046	https://www.orthodb.org/v10?query=47172at7742	ribonuclease 3
47273at7742	Duplicated	XP_043935906.1	1674.2	869	https://www.orthodb.org/v10?query=47273at7742	integrator complex subunit 3
47273at7742	Duplicated	XP_043935905.1	1645.2	869	https://www.orthodb.org/v10?query=47273at7742	integrator complex subunit 3
47275at7742	Complete	XP_043915731.1	1266.1	787	https://www.orthodb.org/v10?query=47275at7742	F-box only protein 10
47838at7742	Complete	XP_043916286.1	1625.8	929	https://www.orthodb.org/v10?query=47838at7742	structural maintenance of chromosomes protein 2
47899at7742	Complete	XP_043944247.1	1429.0	772	https://www.orthodb.org/v10?query=47899at7742	probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial
48106at7742	Complete	XP_043927753.1	190.4	808	https://www.orthodb.org/v10?query=48106at7742	centrosomal protein 295 
48275at7742	Complete	XP_043934146.1	1753.2	956	https://www.orthodb.org/v10?query=48275at7742	DNA polymerase subunit gamma-1
48716at7742	Complete	XP_043915867.1	1207.6	692	https://www.orthodb.org/v10?query=48716at7742	S1 RNA-binding domain-containing protein 1
48764at7742	Complete	XP_043924460.1	1594.8	901	https://www.orthodb.org/v10?query=48764at7742	probable ATP-dependent RNA helicase DHX37
48975at7742	Complete	XP_043936877.1	1489.3	815	https://www.orthodb.org/v10?query=48975at7742	VPS11, CORVET/HOPS core subunit
49005at7742	Complete	XP_043926707.1	1183.1	642	https://www.orthodb.org/v10?query=49005at7742	Epithelial cell transforming 2
49104at7742	Complete	XP_043910131.1	1174.1	936	https://www.orthodb.org/v10?query=49104at7742	myb-binding protein 1A
49318at7742	Duplicated	XP_043941504.1	863.6	805	https://www.orthodb.org/v10?query=49318at7742	Leptin receptor
49318at7742	Duplicated	XP_043941505.1	812.8	670	https://www.orthodb.org/v10?query=49318at7742	Leptin receptor
49318at7742	Duplicated	XP_043941506.1	811.5	667	https://www.orthodb.org/v10?query=49318at7742	Leptin receptor
49394at7742	Complete	XP_043925950.1	1390.4	784	https://www.orthodb.org/v10?query=49394at7742	Leucyl-tRNA synthetase 2, mitochondrial
49776at7742	Complete	XP_043927998.1	1592.2	857	https://www.orthodb.org/v10?query=49776at7742	Gamma-tubulin complex component
49885at7742	Duplicated	XP_043917484.1	1273.3	1025	https://www.orthodb.org/v10?query=49885at7742	alpha-protein kinase 1
49885at7742	Duplicated	XP_043917485.1	1273.3	1025	https://www.orthodb.org/v10?query=49885at7742	alpha-protein kinase 1
49935at7742	Missing
49993at7742	Complete	XP_043910968.1	1437.5	815	https://www.orthodb.org/v10?query=49993at7742	Mediator complex subunit 24
50070at7742	Fragmented	XP_043943267.1	762.1	603	https://www.orthodb.org/v10?query=50070at7742	Mov10 RISC complex RNA helicase like 1
50284at7742	Complete	XP_043911887.1	1546.1	1306	https://www.orthodb.org/v10?query=50284at7742	cilia- and flagella-associated protein 43
50444at7742	Duplicated	XP_043940879.1	2036.8	1179	https://www.orthodb.org/v10?query=50444at7742	Transmembrane protein 94
50444at7742	Duplicated	XP_043940880.1	1962.7	1179	https://www.orthodb.org/v10?query=50444at7742	Transmembrane protein 94
50502at7742	Complete	XP_043912436.1	399.8	720	https://www.orthodb.org/v10?query=50502at7742	multimerin-2
50582at7742	Complete	XP_043944905.1	1445.9	783	https://www.orthodb.org/v10?query=50582at7742	exportin-2
50786at7742	Duplicated	XP_043915441.1	1695.6	866	https://www.orthodb.org/v10?query=50786at7742	sn1-specific diacylglycerol lipase alpha
50786at7742	Duplicated	XP_043915440.1	1686.9	867	https://www.orthodb.org/v10?query=50786at7742	sn1-specific diacylglycerol lipase alpha
50786at7742	Duplicated	XP_043915436.1	1682.9	866	https://www.orthodb.org/v10?query=50786at7742	sn1-specific diacylglycerol lipase alpha
50786at7742	Duplicated	XP_043915438.1	1682.9	866	https://www.orthodb.org/v10?query=50786at7742	sn1-specific diacylglycerol lipase alpha
50786at7742	Duplicated	XP_043915439.1	1682.9	866	https://www.orthodb.org/v10?query=50786at7742	sn1-specific diacylglycerol lipase alpha
50786at7742	Duplicated	XP_043915442.1	1474.3	770	https://www.orthodb.org/v10?query=50786at7742	sn1-specific diacylglycerol lipase alpha
50838at7742	Complete	XP_043933120.1	1470.9	833	https://www.orthodb.org/v10?query=50838at7742	alpha-mannosidase 2C1
50917at7742	Complete	XP_043934320.1	571.0	1214	https://www.orthodb.org/v10?query=50917at7742	synemin
51066at7742	Complete	XP_043922425.1	1534.3	752	https://www.orthodb.org/v10?query=51066at7742	WD repeat-containing protein mio
51094at7742	Duplicated	XP_043930877.1	1344.6	799	https://www.orthodb.org/v10?query=51094at7742	rab3 GTPase-activating protein catalytic subunit
51094at7742	Duplicated	XP_043930880.1	1344.6	799	https://www.orthodb.org/v10?query=51094at7742	rab3 GTPase-activating protein catalytic subunit
51094at7742	Duplicated	XP_043930878.1	1343.9	798	https://www.orthodb.org/v10?query=51094at7742	rab3 GTPase-activating protein catalytic subunit
51094at7742	Duplicated	XP_043930879.1	1313.3	779	https://www.orthodb.org/v10?query=51094at7742	rab3 GTPase-activating protein catalytic subunit
51278at7742	Complete	XP_043933296.1	1122.6	824	https://www.orthodb.org/v10?query=51278at7742	Phosphatidylinositol glycan anchor biosynthesis class O
51434at7742	Complete	XP_043945688.1	1608.3	846	https://www.orthodb.org/v10?query=51434at7742	UPF0505 protein C16orf62 homolog
51573at7742	Duplicated	XP_043938730.1	1639.5	796	https://www.orthodb.org/v10?query=51573at7742	coatomer subunit beta
51573at7742	Duplicated	XP_043938731.1	1639.5	796	https://www.orthodb.org/v10?query=51573at7742	coatomer subunit beta
51955at7742	Complete	XP_043916969.1	1203.7	715	https://www.orthodb.org/v10?query=51955at7742	muscle, skeletal receptor tyrosine-protein kinase
52059at7742	Complete	XP_043937539.1	1448.3	759	https://www.orthodb.org/v10?query=52059at7742	WD repeat domain 59
52065at7742	Complete	XP_043933895.1	1525.6	800	https://www.orthodb.org/v10?query=52065at7742	leucine-rich repeats and immunoglobulin-like domains protein 1
52093at7742	Fragmented	XP_043935395.1	992.2	674	https://www.orthodb.org/v10?query=52093at7742	Leucine rich pentatricopeptide repeat containing
52094at7742	Complete	XP_043943141.1	1483.0	978	https://www.orthodb.org/v10?query=52094at7742	Apoptotic protease-activating factor 1
52390at7742	Complete	XP_043912195.1	1586.3	792	https://www.orthodb.org/v10?query=52390at7742	protein O-GlcNAcase
52541at7742	Missing
53077at7742	Duplicated	XP_043944681.1	1390.3	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53077at7742	Duplicated	XP_043944682.1	1390.3	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53077at7742	Duplicated	XP_043944683.1	1390.3	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53077at7742	Duplicated	XP_043944684.1	1390.3	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53077at7742	Duplicated	XP_043944686.1	1390.3	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53077at7742	Duplicated	XP_043944685.1	1388.6	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53077at7742	Duplicated	XP_043944680.1	1356.6	799	https://www.orthodb.org/v10?query=53077at7742	Aminoadipate-semialdehyde synthase
53153at7742	Duplicated	XP_043918649.1	1595.8	779	https://www.orthodb.org/v10?query=53153at7742	Exostosin like glycosyltransferase 3
53153at7742	Duplicated	XP_043918650.1	1595.8	779	https://www.orthodb.org/v10?query=53153at7742	Exostosin like glycosyltransferase 3
53269at7742	Duplicated	XP_043917232.1	1324.2	698	https://www.orthodb.org/v10?query=53269at7742	TBC1 domain containing kinase
53269at7742	Duplicated	XP_043917233.1	1324.1	698	https://www.orthodb.org/v10?query=53269at7742	TBC1 domain containing kinase
53273at7742	Duplicated	XP_043918798.1	896.0	524	https://www.orthodb.org/v10?query=53273at7742	cytosolic carboxypeptidase-like protein 5
53273at7742	Duplicated	XP_043918797.1	895.9	524	https://www.orthodb.org/v10?query=53273at7742	cytosolic carboxypeptidase-like protein 5
53548at7742	Complete	XP_043937267.1	1524.6	771	https://www.orthodb.org/v10?query=53548at7742	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial
53792at7742	Complete	XP_043938781.1	1681.8	862	https://www.orthodb.org/v10?query=53792at7742	RNA cytidine acetyltransferase
53816at7742	Complete	XP_043922111.1	1185.5	657	https://www.orthodb.org/v10?query=53816at7742	integrator complex subunit 8
53835at7742	Duplicated	XP_043923179.1	1484.6	669	https://www.orthodb.org/v10?query=53835at7742	protein argonaute-2
53835at7742	Duplicated	XP_043923180.1	1451.3	639	https://www.orthodb.org/v10?query=53835at7742	protein argonaute-2
53843at7742	Complete	XP_043926554.1	1192.5	706	https://www.orthodb.org/v10?query=53843at7742	helicase-like transcription factor
53999at7742	Duplicated	XP_043917804.1	1251.3	770	https://www.orthodb.org/v10?query=53999at7742	pleckstrin homology domain-containing family M member 2
53999at7742	Duplicated	XP_043917805.1	1218.3	746	https://www.orthodb.org/v10?query=53999at7742	pleckstrin homology domain-containing family M member 2
54075at7742	Complete	XP_043946561.1	1248.8	666	https://www.orthodb.org/v10?query=54075at7742	lon protease homolog, mitochondrial
54203at7742	Complete	XP_043943980.1	1601.8	863	https://www.orthodb.org/v10?query=54203at7742	exportin-T
54353at7742	Complete	XP_043925685.1	1212.0	745	https://www.orthodb.org/v10?query=54353at7742	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
54574at7742	Duplicated	XP_043923576.1	1667.0	843	https://www.orthodb.org/v10?query=54574at7742	VPS50, EARP/GARPII complex subunit
54574at7742	Duplicated	XP_043923577.1	1628.7	814	https://www.orthodb.org/v10?query=54574at7742	VPS50, EARP/GARPII complex subunit
54598at7742	Fragmented	XP_043913346.1	359.2	224	https://www.orthodb.org/v10?query=54598at7742	testis-expressed sequence 11 protein
54892at7742	Duplicated	XP_043936826.1	1746.9	921	https://www.orthodb.org/v10?query=54892at7742	ubiquitin conjugation factor E4 A
54892at7742	Duplicated	XP_043936827.1	1503.2	801	https://www.orthodb.org/v10?query=54892at7742	ubiquitin conjugation factor E4 A
55030at7742	Complete	XP_043939608.1	1582.0	966	https://www.orthodb.org/v10?query=55030at7742	protein timeless homolog
55268at7742	Complete	XP_043921420.1	1361.7	775	https://www.orthodb.org/v10?query=55268at7742	protein FAN
55312at7742	Complete	XP_043930431.1	1412.9	932	https://www.orthodb.org/v10?query=55312at7742	putative ATP-dependent RNA helicase TDRD9
55500at7742	Complete	XP_043913990.1	1431.0	786	https://www.orthodb.org/v10?query=55500at7742	sarcosine dehydrogenase, mitochondrial
55709at7742	Complete	XP_043916910.1	1673.6	1038	https://www.orthodb.org/v10?query=55709at7742	elongator complex protein 1
55780at7742	Complete	XP_043929557.1	967.7	776	https://www.orthodb.org/v10?query=55780at7742	protein NRDE2 homolog
55967at7742	Complete	XP_043915067.1	1428.4	782	https://www.orthodb.org/v10?query=55967at7742	CTR9 homolog, Paf1/RNA polymerase II complex component
56183at7742	Complete	XP_043919814.1	1233.6	783	https://www.orthodb.org/v10?query=56183at7742	Peptidyl-glycine alpha-amidating monooxygenase
56293at7742	Complete	XP_043945818.1	1447.0	747	https://www.orthodb.org/v10?query=56293at7742	pre-mRNA-processing factor 6
56414at7742	Duplicated	XP_043914667.1	1033.6	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914664.1	1027.1	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914661.1	1013.8	600	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914659.1	1013.0	598	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914660.1	1013.0	598	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914663.1	1009.7	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914662.1	958.2	565	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914668.1	944.1	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914669.1	938.5	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914671.1	932.2	564	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914670.1	931.3	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914666.1	929.4	595	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56414at7742	Duplicated	XP_043914672.1	925.8	558	https://www.orthodb.org/v10?query=56414at7742	zinc finger protein 618 isoform X1
56477at7742	Complete	XP_043944875.1	1058.1	694	https://www.orthodb.org/v10?query=56477at7742	Chromosome transmission fidelity factor 18
56852at7742	Complete	XP_043937550.1	1163.0	692	https://www.orthodb.org/v10?query=56852at7742	ubiquitin carboxyl-terminal hydrolase CYLD isoform X1
56885at7742	Missing
57077at7742	Complete	XP_043910208.1	1321.3	731	https://www.orthodb.org/v10?query=57077at7742	protein SMG8
57179at7742	Complete	XP_043913103.1	1313.0	704	https://www.orthodb.org/v10?query=57179at7742	5'-3' exoribonuclease
57359at7742	Complete	XP_043923035.1	1329.4	966	https://www.orthodb.org/v10?query=57359at7742	Transcriptional repressor GATA binding 1
57538at7742	Duplicated	XP_043936189.1	1147.2	677	https://www.orthodb.org/v10?query=57538at7742	zinc finger and BTB domain-containing protein 41
57538at7742	Duplicated	XP_043936191.1	1147.2	677	https://www.orthodb.org/v10?query=57538at7742	zinc finger and BTB domain-containing protein 41
57824at7742	Complete	XP_043910903.1	1129.6	654	https://www.orthodb.org/v10?query=57824at7742	Aminopeptidase
57918at7742	Complete	XP_043943955.1	1329.3	791	https://www.orthodb.org/v10?query=57918at7742	Nucleoporin 107
58069at7742	Complete	XP_043943253.1	1522.9	821	https://www.orthodb.org/v10?query=58069at7742	exocyst complex component 4
58275at7742	Duplicated	XP_043924672.1	1434.9	723	https://www.orthodb.org/v10?query=58275at7742	DNA topoisomerase
58275at7742	Duplicated	XP_043924673.1	1434.9	723	https://www.orthodb.org/v10?query=58275at7742	DNA topoisomerase
58275at7742	Duplicated	XP_043924674.1	1434.9	723	https://www.orthodb.org/v10?query=58275at7742	DNA topoisomerase
58275at7742	Duplicated	XP_043924675.1	1371.0	686	https://www.orthodb.org/v10?query=58275at7742	DNA topoisomerase
58280at7742	Duplicated	XP_043922729.1	1348.1	735	https://www.orthodb.org/v10?query=58280at7742	polyphosphoinositide phosphatase
58280at7742	Duplicated	XP_043922701.1	1347.4	758	https://www.orthodb.org/v10?query=58280at7742	polyphosphoinositide phosphatase
58280at7742	Duplicated	XP_043922710.1	1347.4	758	https://www.orthodb.org/v10?query=58280at7742	polyphosphoinositide phosphatase
58280at7742	Duplicated	XP_043922720.1	1347.4	758	https://www.orthodb.org/v10?query=58280at7742	polyphosphoinositide phosphatase
58421at7742	Complete	XP_043918819.1	911.9	769	https://www.orthodb.org/v10?query=58421at7742	Additional sex combs like 2, transcriptional regulator
58506at7742	Duplicated	XP_043917761.1	1417.0	924	https://www.orthodb.org/v10?query=58506at7742	probable cation-transporting ATPase 13A2
58506at7742	Duplicated	XP_043917760.1	1416.8	924	https://www.orthodb.org/v10?query=58506at7742	probable cation-transporting ATPase 13A2
58506at7742	Duplicated	XP_043917762.1	1360.5	856	https://www.orthodb.org/v10?query=58506at7742	probable cation-transporting ATPase 13A2
58866at7742	Complete	XP_043933148.1	569.0	555	https://www.orthodb.org/v10?query=58866at7742	little elongation complex subunit 2
58896at7742	Duplicated	XP_043934470.1	1207.2	682	https://www.orthodb.org/v10?query=58896at7742	non-lysosomal glucosylceramidase
58896at7742	Duplicated	XP_043934461.1	1197.2	682	https://www.orthodb.org/v10?query=58896at7742	non-lysosomal glucosylceramidase
58913at7742	Complete	XP_043930401.1	1326.8	921	https://www.orthodb.org/v10?query=58913at7742	pecanex-like protein 4
59009at7742	Duplicated	XP_043929955.1	1399.7	758	https://www.orthodb.org/v10?query=59009at7742	vam6/Vps39-like protein
59009at7742	Duplicated	XP_043929954.1	1370.7	742	https://www.orthodb.org/v10?query=59009at7742	vam6/Vps39-like protein
59009at7742	Duplicated	XP_043929953.1	1362.8	742	https://www.orthodb.org/v10?query=59009at7742	vam6/Vps39-like protein
59009at7742	Duplicated	XP_043929952.1	1306.9	716	https://www.orthodb.org/v10?query=59009at7742	vam6/Vps39-like protein
59009at7742	Duplicated	XP_043929951.1	1299.5	716	https://www.orthodb.org/v10?query=59009at7742	vam6/Vps39-like protein
59090at7742	Duplicated	XP_043920775.1	1382.3	756	https://www.orthodb.org/v10?query=59090at7742	Vacuolar protein sorting-associated protein 41 homolog
59090at7742	Duplicated	XP_043920774.1	1382.2	756	https://www.orthodb.org/v10?query=59090at7742	Vacuolar protein sorting-associated protein 41 homolog
59168at7742	Complete	XP_043918448.1	976.5	762	https://www.orthodb.org/v10?query=59168at7742	toll-like receptor 3
59233at7742	Complete	XP_043922511.1	1504.8	961	https://www.orthodb.org/v10?query=59233at7742	TBC1 domain family member 31 isoform X1
59241at7742	Complete	XP_043921518.1	1137.7	691	https://www.orthodb.org/v10?query=59241at7742	Nuclear transcription factor, X-box binding 1
59333at7742	Complete	XP_043930033.1	1705.2	1110	https://www.orthodb.org/v10?query=59333at7742	Inhibitor of Bruton tyrosine kinase
59584at7742	Duplicated	XP_043916113.1	1438.8	810	https://www.orthodb.org/v10?query=59584at7742	DNA mismatch repair protein
59584at7742	Duplicated	XP_043916120.1	1305.4	727	https://www.orthodb.org/v10?query=59584at7742	DNA mismatch repair protein
59663at7742	Complete	XP_043911488.1	1653.1	863	https://www.orthodb.org/v10?query=59663at7742	vacuolar protein sorting-associated protein 54 isoform X1
60142at7742	Complete	XP_043920533.1	1601.7	886	https://www.orthodb.org/v10?query=60142at7742	presequence protease, mitochondrial
60277at7742	Duplicated	XP_043910211.1	1307.8	677	https://www.orthodb.org/v10?query=60277at7742	Tripartite motif containing 37
60277at7742	Duplicated	XP_043910212.1	1307.8	677	https://www.orthodb.org/v10?query=60277at7742	Tripartite motif containing 37
60330at7742	Fragmented	XP_043913716.1	94.9	203	https://www.orthodb.org/v10?query=60330at7742	Molybdenum cofactor sulfurase
60569at7742	Duplicated	XP_043921089.1	1359.7	768	https://www.orthodb.org/v10?query=60569at7742	exocyst complex component 2
60569at7742	Duplicated	XP_043921091.1	1359.7	768	https://www.orthodb.org/v10?query=60569at7742	exocyst complex component 2
60672at7742	Complete	XP_043931172.1	1112.7	795	https://www.orthodb.org/v10?query=60672at7742	ubiquitin carboxyl-terminal hydrolase 37
60688at7742	Complete	XP_043920696.1	1489.7	858	https://www.orthodb.org/v10?query=60688at7742	serine/threonine-protein kinase Nek10
60783at7742	Duplicated	XP_043940982.1	584.2	661	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940983.1	584.2	661	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940984.1	584.2	661	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940985.1	584.2	661	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940986.1	584.2	661	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940987.1	551.5	619	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940988.1	523.3	596	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60783at7742	Duplicated	XP_043940989.1	522.4	591	https://www.orthodb.org/v10?query=60783at7742	Fanconi anemia core complex-associated protein 100
60870at7742	Complete	XP_043928566.1	1386.2	708	https://www.orthodb.org/v10?query=60870at7742	Gamma-tubulin complex component
60899at7742	Complete	XP_043935218.1	1072.5	612	https://www.orthodb.org/v10?query=60899at7742	eukaryotic translation initiation factor 2-alpha kinase 3
61069at7742	Complete	XP_043926669.1	1180.6	816	https://www.orthodb.org/v10?query=61069at7742	nuclear pore complex protein Nup133
61105at7742	Complete	XP_043927597.1	480.2	512	https://www.orthodb.org/v10?query=61105at7742	thrombospondin type-1 domain-containing protein 1
61914at7742	Complete	XP_043921570.1	999.9	706	https://www.orthodb.org/v10?query=61914at7742	ribonucleases P/MRP protein subunit POP1
61935at7742	Complete	XP_043909827.1	1270.1	817	https://www.orthodb.org/v10?query=61935at7742	DNA-directed RNA polymerase
62115at7742	Complete	XP_043915897.1	1063.2	899	https://www.orthodb.org/v10?query=62115at7742	claspin
62216at7742	Duplicated	XP_043936593.1	1344.4	752	https://www.orthodb.org/v10?query=62216at7742	Very low density lipoprotein receptor
62216at7742	Duplicated	XP_043936594.1	1337.6	752	https://www.orthodb.org/v10?query=62216at7742	Very low density lipoprotein receptor
62221at7742	Complete	XP_043911501.1	428.9	660	https://www.orthodb.org/v10?query=62221at7742	ellis-van Creveld syndrome protein
62307at7742	Duplicated	XP_043929110.1	909.9	626	https://www.orthodb.org/v10?query=62307at7742	retinoblastoma-associated protein
62307at7742	Duplicated	XP_043929109.1	909.3	626	https://www.orthodb.org/v10?query=62307at7742	retinoblastoma-associated protein
62345at7742	Complete	XP_043917255.1	1133.3	747	https://www.orthodb.org/v10?query=62345at7742	Microsomal triglyceride transfer protein
62525at7742	Duplicated	XP_043931186.1	1226.2	681	https://www.orthodb.org/v10?query=62525at7742	dnaJ homolog subfamily C member 10
62525at7742	Duplicated	XP_043931187.1	1226.2	681	https://www.orthodb.org/v10?query=62525at7742	dnaJ homolog subfamily C member 10
62525at7742	Duplicated	XP_043931188.1	1137.0	642	https://www.orthodb.org/v10?query=62525at7742	dnaJ homolog subfamily C member 10
62592at7742	Complete	XP_043939286.1	715.6	529	https://www.orthodb.org/v10?query=62592at7742	Kinesin-like protein
62617at7742	Complete	XP_043932736.1	1314.7	706	https://www.orthodb.org/v10?query=62617at7742	Dual serine/threonine and tyrosine protein kinase
